"idx","text","magnitude","score"
7741,"僕アカウント消えた調子悪かったのかな?...wwww",0.8,-0.8
7742,"純子さん、おはよう。気を付けようね。。今日もよろしくね",0.8,0.2
7743,"早く三次にかえりたーい。まぁ、金曜か土曜帰るけど",0.3,0.1
7744,"アギーレ。何しとるねん...マジ話なら日本代表出直しマジこれが本当の日本人(侍)ブルーや...。八百長って...八百屋で買い物くらいにしときぃ～",2.2,-0.1
7745,"おはようパピ。パピ。は。ネコ。だから。難しい言葉。は。分からないパピ。にっこうよく。なら知ってるパピ",1.4,0.0
7746,"そうそう!HEPとかいく〜。それめっちゃ思った!実現させようよ",1.1,0.2
7747,"なんか嫌な予感...",0.8,-0.8
7748,"ね!必死でしらべたんだろな〜!(naverのまとめとかで)嬉しいはずだしすっごいことだけどなんだか寂しいでもライブハウスだから相当キャパ狭いしすばさんがやりたいことだったんだろなっておもうそう!それ!!さや、あいしてる。きゃー!!!笑",1.7,0.2
7749,"マジですか。モンハンしたいのに帰れず出来ないとかモヤモヤです",0.9,-0.3
7750,"このコメントひどすぎるだったら学ぶ呼ばないで。。",0.9,-0.9
7751,"イカ刺し最高",0.8,0.8
7752,"サンデーモーニングに清さんが来た～ー～",0.5,0.5
7753,"囲い増えてくれんかなぁ〜。毎回ツイートにリプ10件くらいは来ないとなぁ〜",0.9,-0.3
7754,"ありがとですー(。́;Д;`)。自分の掘った穴に自分から落っこちたって感じですw",1.4,0.4
7755,"すみちゃんお久〜あっちゃんメチャ喰いそうやな笑",0.0,0.0
7756,"めっちゃかわいい...。私も欲しい",1.4,0.7
7757,"山の手でおじさんにあそこをずっと。押し当てられました。あたし気分悪くてちょっとずつ。ずれたのにおじさんもずれて...って。繰り返し...そして胸を直視...。気持ち悪いっ",2.9,0.1
7758,"一緒～と寂しいねゆーちゅーばーになりそう笑",0.4,0.4
7759,"出荷1時間遅れの上、荷物多すぎ。ミッション9個、ルーフパネル、バンパー約20本、ドアパネル関係15枚、その他小物多数。2トンで来てたら終わってた",1.4,-0.3
7760,"ラッキーあたしもコンビニいってみよ。RT。。朝、コンビニ寄ったらオレンジティーにミニタッチペンがついてたから思わず買っちゃった",1.8,0.6
7761,"ぎょえーーー",0.0,0.0
7762,"あひるお前もしかして友達が。でも気が向いたらキャラだけでも作ってみて～一緒に遊ぼう",0.8,0.4
7763,"おはようございます。千葉は今日は4月中旬の暖かさになる予定。しかし今は寒い",1.0,0.3
7764,"29日30日31日でライブは31日!。うちは30日31日で行くつもりだけどチケ取れてもぼっち参戦になりそう...",0.3,0.0
7765,"ありがとー20歳数分で終わった気分笑。また大学遊びにきてねー",0.7,0.0
7766,"一時間しか寝てない。今日の学校睡眠学習じゃん",0.3,-0.1
7767,"ほんとにそれ",0.0,0.0
7768,"クシャミ、ムズムズ。でもきっとコレはアレルギー",0.7,0.3
7769,"保存くせがついてますから。しちゃいました",1.2,0.6
7770,"私は電車に乗ってどこに向かっているのだろうか(。́-`).。o○。職場です",0.7,0.0
7771,"お前が先にやったんじゃねーか!!。ってラズならやらかしちゃうのよー。話し合いしてお互いが納得できて分かり合えたらいいわねー!",0.6,0.1
7772,"マジですか(。́・_・`)。ショック",0.7,-0.1
7773,"何で俺だけてきとーやねん!",0.5,-0.5
7774,"わたしのお客、本気で好きになってくるか、とにかくヤりたいか、ストーカーもどきか。。その三種類になってきたんだけど、接客が悪いのかな。まともな客がいい笑",1.8,0.1
7775,"うん!。よろしくね",0.8,0.4
7776,"病んだ50人中50位てwwwwwなんかしもんくん50位の子多くない?wwwww。",0.5,-0.1
7777,"インダス開けたい。誰か開けておくれ、、、。",0.7,0.0
7778,"おはモォ～ですモォ～。天一のは関西に居てるのに一度も食べた事が無いですモッ。きなりさんは食べた事...あるですかねぇ～。こってりに犬神家した「せくとん\[]/」は熟成ならぬ熟睡やったって事ですねぇ～(笑)",1.2,0.0
7779,"橋下さんはダメ笑。公務員がどんどんきつくなるから笑。ってこんな話出来てるだけまだマシだよ",1.7,-0.3
7780,"がんばる〜〜不器用まじつらい",0.3,0.3
7781,"凛ちゃん。おはようございます!。今日からお仕事頑張ってください。昨日、私も体重計にマイナス2キロ減でした。今週もよろしくお願いします",2.4,0.4
7782,"残念...はずれです。8/28(火)まで一投稿に付き一回チャレンジできるよ。マックフルーリー。白いブラックサンダーが8/29(水)より全国で販売開始絶対食べてね。",2.5,-0.1
7783,"タイガース、もし福留抜けても頑張らんかい。福留の分まで頑張って一丸で優勝する気持ちにならんかいプロやろうが",1.0,0.5
7784,"僕好きなので怒ります",0.7,-0.7
7785,"めっちゃ、仕事でしたよ(笑)。RT。。休み?バスが進まない;^_^A。RT。。雪だー積もったー!",2.0,0.0
7786,"新しいリノ来ても、守護無視ぐらいしないとポセイドンの前に屈するんだ。新しい茨来ても、ダメージ無効ないとドラゴンのAoEに屈するんだ",1.1,-0.5
7787,"ひろりんさん、おはようございます!。こちらこそよろしくお願いします",0.9,0.4
7788,"お礼誤字すんなバカタレ",0.4,-0.4
7789,"賞味期限来れのものを、捨てる感覚と一緒なんですかねかわいそう...(。́・_・`)",0.8,-0.3
7790,"うわ!!!タンめちゃくちゃうまいよね!!!!!!あたたたたかくして早く寝て風邪(?)治して肉はいいから寝て",1.0,0.1
7791,"これは大変失礼しました。据え膳食い逃した武士としては、切腹しかあるまいな。てか、ガチで読み違い。|_-。)。ポッ",1.1,-0.1
7792,"おはよー!。ああああああああ、学校行きたくなさすぎる",0.8,-0.3
7793,"私はその後バイトでまかない食べたけどな",0.0,0.0
7794,"おはようございますー!台風の影響ですかー??気をつけてお仕事行って来て下さいー!結構規模大きくて昨日風すごかったです!",1.4,0.2
7795,"日本人に生まれたこと誇りに思いたい机タッチも禁止なの?他の国なら暴動になるのでは?",0.5,-0.2
7796,"ほんでなんなんこの雨の強さ",0.2,-0.2
7797,"します!します!。10日行こうと予約しようと思ったらバイトでした",0.6,0.0
7798,"朝から掃除で一汗かいたわ。爽快。",1.3,0.6
7799,"じゃあダッフィー持ってく(。́.。ॄ.`)。寝坊...がんばる。なんで笑",1.2,0.2
7800,"12月スタート。この1ヶ月は何かぎ起きそうな予感だらけ......ᅲᅲᅲでもきっとそれがいいことであったらなあと思うけどんぅ~~~やっぱり토오루고なんかな。。",1.0,0.2
7801,"さしぶりっすね!。激突されそーでこわかったわ。笑",0.7,0.2
7802,"入れ歯が0mとんだよ!。ベスト記録は518m!。。。",1.2,0.0
7803,"ここ運の悪い人種別宗教系別蛞蝓珍獣T.C.H奴隷媒体テロリスト達自分達負遺伝子のトロいのを繁殖させて、日昼もシケこみ(妨害内容によっては学生も休ませて)他人情報盗み盗撮して邪魔敵になりそうな人物は先ず寄生奴隷化して利用してから金掛け餌にしている今も寄生異常殺人犯罪行為",0.8,-0.8
7804,"心の友よ。。",0.6,0.6
7805,"残念...はずれです。8/28(火)まで一投稿に付き一回チャレンジできるよ。マックフルーリー。白いブラックサンダーが8/29(水)より全国で販売開始絶対食べてね。",2.5,-0.1
7806,"今年もパシフィコ横浜で行われる。横浜ハンドメイドマルシェ。に出展します。毎年のごとく。ドリー先生と一緒に博物館学的雑貨制作ユニット【ムセイオン】学芸員として、白衣着用にて!販売に立ちます。明...。",2.6,0.3
7807,"またおいでな。関西飲み行きたい笑",1.0,0.1
7808,"(。̄ー。̄)。>>。(。̄(工)。̄)。。the。Bear",0.6,0.1
7809,"わいらまじ運命共同体だね〜(それに乗っかるうざい奴)",0.4,0.4
7810,"明日はツラい。ウチの子は読書感想文が苦手で、映像化されている作品を選んで、ほぼ「見た」感想を書いているようです...(^_^;)",0.5,0.0
7811,"9*.。おはよーう!。実習1日目頑張ってきます",0.8,0.2
7812,"いいなー3限で終わるとかー",0.1,0.1
7813,"おしんさん。おはようございます。ごはんですよ。で似顔絵すごい。お仕事ファイトです",1.8,0.3
7814,"なかまだ(*。́ー`*人*。́ー`*)。けどウニとカニ味噌は食べれない",0.6,0.1
7815,"さらば",0.0,0.0
7816,"あかりさん(^_^)/おはよー。そなんショックよ。せっかく育ってくれてたのにね。でもたいした事無く済んで良かったです。(*。́▽`人)アリガトウ♡。今日もよろしくお願いします゚・*:.。❁",2.3,0.1
7817,"それな!。わからなすぎて迷う",0.4,0.2
7818,"ごめん、わっからへーん",0.0,0.0
7819,"ゲー出そう",0.1,0.1
7820,"れもーにん♪。もうバッテリー限界なの...直ぐ消えちゃう私に出来るかなぁ...。段々参戦近づいて来たね♪体調万全で☆",1.5,0.0
7821,"一応新幹線動いたよ～!!!。夜新幹線止まったもんね。無事帰れますように",1.5,0.0
7822,"デンジャラスモードなのに赤くならないのありますよね。赤くないの確認してからスキル打ってダメージもろに食らってペロるまでの流れ。少し前から言われてますが、お知らせにも書かれてないんですよね",1.1,-0.3
7823,"トイレ行ったら眠気さめた!いまこんな感じ→",0.9,0.1
7824,"さっき、ニュースでお昼頃から強くなってくるって言ってたよ。テストの為だけに行く学校憂鬱になるよね",0.3,-0.1
7825,"タイミングズレたらからぶっちゃう。",0.0,0.0
7826,"RTありがとうございます。フォローさせていただきます。よければフォロバよろしくお願いします。仲良くしてください",1.7,0.4
7827,"昨夜はこちらから。昨日もほぼ満席。この賑わった雰囲気も大好きなのです。キムチ納豆、ニラたまが特にお気に入りになりました。飲んで食べて、おひとり様2000円ちょっと。お会計、間違ってないかなw。美味しかったです、ご馳走様でした。豊田屋三号店。",3.8,0.3
7828,"めんどくさい引っ越しすんの",0.7,-0.7
7829,"くっそ、なんで宿題なんかあるんだよ!!!!!",0.1,-0.1
7830,"暑かった",0.1,0.1
7831,"みひろさん♪おはようございます9月3日!今日はホームラン記念日(1977年巨人の王貞治選手が後楽園球場で通算756号ホームラン記録を塗り替えた対ヤクルト戦)今日も一日口角上げて!笑顔で何処からでも家まで走って帰れるくらい元気に^^;過ごしましょう",1.6,0.5
7832,"大阪行きたひ",0.5,0.5
7833,"めちゃめちゃ巻かんと入らん...。こんなん見えるかまぁええか。企画考えてくれたGainyさん。本当にありがとうございました。参加者の皆さんありがとうございました。とても楽しいマッチでした。次は誰が企画考えてくれるかな?。(。-∀-)ニヤリ(。-∀-)ニヤリ(。-∀-)ニヤリ。俺は3年後に。",3.5,0.2
7834,"学校。6時間。今日始業式だよ?3時間にしてくれよ",0.5,0.1
7835,"アイマスCDで、入れ忘れてたのがあった...。。BEST。of。756+876=...part1〜part3っていうアイマスのゲームで使われた歌を3枚のベストアルバムに収録したCD。。私のめちゃオススメだったのに。。次渡せる機会に。",2.8,0.4
7836,"代官山のバイバイバイをニヤニヤしながら見ている。明日たのちみー",0.8,0.4
7837,"遅延",0.3,-0.3
7838,"ちぃちゃんあんにょーんうんうん入会しましょ写真撮りましょー",0.9,0.9
7839,"終了なう!。バタバタした一日。暇や思たら忙しいし忙しい思たら暇や!。最近ようわからんわ",1.3,0.0
7840,"ピックでこんなに変わるとは思いませんでした",0.3,-0.3
7841,"暑いです",0.1,0.1
7842,"研修最終日やが",0.0,0.0
7843,"さぁぁぁどうするみなさん。ʕु-̫͡-ʔु”。“。。。うぉーーー!!。21日がええぞー!!26あかんわ”",0.5,0.0
7844,"寝不足できもちわるいオエッ",0.9,0.9
7845,"俺もややとのツーショット上げようと思ったけどまず撮ったことないんだった",0.2,-0.2
7846,"ですね(笑)仲良くしてくださいp(^_^)q♡♡いやいや私のほうが年下だと思います私15歳の高校1年生なので",0.8,0.8
7847,"巻き込み失礼〜!。んえっミッキーわたしが最初なの...ひえぇ...",0.6,0.0
7848,"ね、可愛いよね!。チェックだけで種類ありすぎて大変〜。スカート買った(LIVE前に荷物)",1.2,0.3
7849,"あー、つかれた、忙しすぎて携帯すら見れない",0.9,-0.9
7850,"はい、すみません。。自重します。RT。“。。マルオ君捕まりまっせ〜。(笑)”",0.6,0.0
7851,"それ一番辛いね。今回の冬は雪降ったりした?。青の洞窟だっけ、行ってみたいんだよね",0.7,0.0
7852,"母め!何故人の服のセンスに文句ゆう!好きなの買ってくるから大体似たり寄ったりなだけなのに!",1.2,0.4
7853,"紗英ちゃんおはおは(^○^)。あんまり寝れてないんじゃないの?。倒れへんようにねー!。今日のれいにゃんの卒業公演しっかりれいにゃん見送ってきてね。取材も頑張ってね",1.7,0.0
7854,"北海道に逃げ場なし...",0.3,-0.3
7855,"すみません学校休んで。国表と課題やります。お薬もちゃんと飲みます。雨やばすぎやから。この時間に家でやんくてよかった笑",2.2,0.4
7856,"見てくれてありがとうですミョウガは塩して絞って甘酢に漬けてあります。こうしておくともつので、いつでも箸休めに食べられます。",1.5,0.7
7857,"ゆみちゃん、おぱよ♡。あらあら、息子www。すんちゃんの若い時⇦今も若いw。たまーに似てるサジンあるw。でも、これは初かも",2.2,0.4
7858,"雅もやる。ダレデシマス。()呼び方:風香。()トプ画:左下に雅が居るのを見逃さない。()。印象:1対1上手い。()LINE交換:してる。()関係:チーム。()一言:今度1対1勝負な。",1.4,0.1
7859,"朝までテレビ見てるけど、Twitterの人達が学会の事を好き勝手言ってる",0.0,0.0
7860,"4月27日あたり",0.4,0.4
7861,"サマーソニックのチケットも買ってHarryのチケットを買うとお金がぁHarryをみたいしなぁ学校休もうかな",0.5,0.5
7862,"こっそり変えてやれ!!",0.4,0.4
7863,"PMコン。楽しかった♪。可愛くて格好良くて本当にいい子達。ボンちゃんもファヨンちゃんも美しかった!大大大満足。なのに、、。とても。切なくて、、。今夜も眠れそうにない",4.0,0.4
7864,"互いの性器舐め合うくらい信用...。やっぱ今のなしで",1.2,0.6
7865,"Keiちゃん、おはてそ(o^^o)。今日は、RainyRaniy。1日降るみたいね(o^^o)。寒くなくて、少し楽ね^o^。1日、ファイティ〜ン",1.1,0.2
7866,"「卵焼き」。このところ、平日は毎朝卵焼きを作ります。。お弁当にはやっぱりこれがないとね。今日も笑顔でまいりましょう\(^o^)/。",2.2,0.3
7867,"残念...はずれです。8/28(火)まで一投稿に付き一回チャレンジできるよ。マックフルーリー。白いブラックサンダーが8/29(水)より全国で販売開始絶対食べてね。",2.5,-0.1
7868,"やばいね",0.7,0.7
7869,"ざきさん♪おはようございます9月3日!今日はホームラン記念日(1977年巨人の王貞治選手が後楽園球場で通算756号ホームラン記録を塗り替えた対ヤクルト戦)今日も一日口角上げて!笑顔で何処からでも家まで走って帰れるくらい元気に^^;過ごしましょう",1.6,0.5
7870,"山口県!。超。田舎(^_^)☆。前。リプ返せんで。ごめんね",0.7,0.1
7871,"おはようございMAX。TSP届くのが待ち遠しい",1.0,0.5
7872,"ちゃきたん、おはよう。おはありです«٩(*。́。∀。`。*)۶»。寒くなりましたよね。風邪や寝冷えに気をつけましょう。今日も素敵な一日になりますように",2.4,0.2
7873,"あしたから学校や～。まっがんばる",1.3,0.6
7874,"思想おっわっりっあとエネルギー。エネルギーの動画吐きそうなった。ほんまにあかん、あんなんあかんよ",2.0,-0.2
7875,"おはー!!エッまじか。お大事にな.........",0.5,0.1
7876,"改めてYouTubeで聞いたら、あれ?あらら?良い曲だ嫌いじゃない。メロディは、口笛吹きそうだ気を付けないといかんな",0.4,0.0
7877,"残念...はずれです。8/28(火)まで一投稿に付き一回チャレンジできるよ。マックフルーリー。白いブラックサンダーが8/29(水)より全国で販売開始絶対食べてね。",2.5,-0.1
7878,"RTありがとうございますっ(。;∀;)。相互さん増えたら嬉しいなぁ",1.0,0.3
7879,"鳥のフンを取りにガソリンスタンドで洗車したらエンジンかからなくなった今、車屋さん待ち!最悪すぎるだろしかし車屋さん遅いなぁ。。。",1.1,-0.5
7880,"更新したら絵文字が使えるようになってて、びっくり",0.2,0.2
7881,"fotorus_。おしり写さないで!。",0.2,0.0
7882,"あずと出会えて幸せ!神戸看護に入学してよかったあー!これから実習とかばんばん入ってくるし辛いことのほうが多いと思うけど、あずがおる限りまなは無敵や。最近リア充。ほんとはリア垢で更新したいけど、、、(笑)(笑)",2.8,0.5
7883,"インフルエンザにかかった。まいったな。さすが前厄(笑)。一週間仕事休むなんて初めてやわ。前は確か連休にかかってたんだわ。年々老いていく俺",2.1,-0.1
7884,"お願いします",0.0,0.0
7885,"これが朝鮮式なんだよね・・・。",0.0,0.0
7886,"ゼミの日はほとんど寝不足。苦笑。とりあえず今日を乗り切ろ...。おやすみなさい",1.1,0.2
7887,"下北とかのライブハウスまわりたいんだけどだれかつきあって〜〜",0.1,-0.1
7888,"腕がねぇぇぇ。(。。ライブ。",0.4,0.2
7889,"あとEX以上で350試合頑張ればCPボーナス6がもらえる。でも先は長い。安定志向でADVバトル発生させたくないから部屋換えしてるんだけど、最近同じ部屋に放り込まれる事が多くなった気がする...",1.7,0.0
7890,"自分で言っちゃってるよ!。アイスの食いつきすーごいっ!",0.6,0.3
7891,"TDCとかアコスタでPのコスプレして自分の担当アイドルに声をかけて写真撮らせてもらいてぇ〜〜",0.5,0.5
7892,"もう12月やん!",0.5,-0.5
7893,"朝は寒いね～",0.0,0.0
7894,"夜勤終了～～。なかなか疲れた",0.6,-0.2
7895,"羨ましょる(。́-`)ONE。PIECE好きな人に悪い奴っていないと身にしみた今日この頃ですついでに個人的に赤犬が今だに許せない今日この頃です←笑",0.9,-0.4
7896,"昨日の夜何回も目覚めすぎた。寒すぎても起きるし暑すぎても起きるし。九時起きとか理想です(*。́д`*)",2.3,0.0
7897,"おかしいだろそれわ!",0.8,-0.8
7898,"あ、なる～そうだで沢山撮れたのかな",0.7,0.7
7899,"一般頑張るよ。今、悔しいからいいともの観覧のハガキ書く!",1.2,0.6
7900,"ほんとにね。それで売上悪いとか言われても知ったこっちゃない",0.7,0.3
7901,"まさに意味無し芳一や。。",0.6,-0.6
7902,"おはよー(。́。▽。`。)ノ。ほんと寒いよね。コタツも欲しい(=゚ω゚)ノ",1.9,0.0
7903,"え!大丈夫?!風邪流行ってるな、明日ゆっくり休んで!連休なのにかわいそうーー(。;。;。)",1.2,0.1
7904,"おはよぉおおお(∩・∀・)∩。昨日髪の毛染めた。初めて染めたよ(○。́U`○)。今日はンフフ(。-ܫ-。)。な所に行ってきます!笑",2.1,0.3
7905,"ペンミの整理番号悪すぎた期待しすぎた爆笑",0.6,-0.6
7906,"おはようございます大阪も雨ですかお互い、今日も一日元気に頑張りましょう",0.9,0.9
7907,"ひどいよね成人式の振袖の準備は2年前くらいから動き出している人もいるのに。ワクワクドキドキしながら着付け会場に着いたらあの事態。どれだけショックだったことか",2.6,-0.2
7908,"ブログ見たよ。5000人が見てるって凄いね受験頑張って合格、祈ってます",1.2,0.6
7909,"八王子がとってもやばいことになってて。びっくりした。反対側でよかった...",1.4,0.3
7910,"実家、秩父なんですねおすすめあったらしく教えて下さい奥多摩湖が好きで良く秩父通るんですが、お店解らなくてカレー屋さん行ってみますね",0.6,0.6
7911,"ちーーーん。すいませんでした。笑",0.7,0.0
7912,"ありがとうございます。。今は、ほぼハワイブログです。ハワイへ行く人の役に立ったら嬉しいです。",1.7,0.5
7913,"インテうりさんとかタカギママ遠い〜〜〜って思ったけどいつもの規模に比べたら迷わず行ける距離だから余裕。ビッグサイトすぐ迷子になってしまう.........",1.8,0.9
7914,"アンビリバボー感動やぁ50年越しの奇跡の初恋物語!2人は結ばれる運命なんやなぁ素敵すぎた",1.6,0.8
7915,"追い求めた907ってなんかどちゃすこ",0.2,-0.2
7916,"おはようございます。そーなの⤵︎⤵︎。12連休で止まってくれる事だけが。今の願い。まだ、わからないから不安(。́༎ຶ༎ຶ)",0.8,0.0
7917,"まだ起きてる人いるんかなあ〜。電話してたらこんな時間",0.5,0.1
7918,"星城と東洋出ないのわショック。柳田弟ラストだったのになぁ。3年の時優勝して兄みたいになってほしかったな。1年の時からサーブ個性的だったけど攻撃力わあったなー。あの時、柳田兄いたし、せくぞんいたしなんか一人で舞い上がってたな",2.2,0.1
7919,"おーっ",0.0,0.0
7920,"稼働結果◎。ニューアイムEX(四日目)。6969G/23+12/20+7//2/233/1088。合算1/112.4。1/6.41。推定設定6≦4<5。投資250枚。回収4413枚。二日で万枚突破。序盤BBしか来なくて設定変わったと思い、消化が遅くなってしまいました。",2.5,0.1
7921,"今日は。3時までに。全ての用事を済ませ。何処にも行かない状態にして。テレビの前に座りビールを飲みながらチャンピオンシップの観戦いつの日かの。スサマジがこの場にいることに思いを馳せながら。素直にバスケを楽しむ。至福の時間を過ごそっと",2.0,0.0
7922,"強烈すぎてね。。ww。もー共感の嵐よね(笑)。克服や私に感謝してください←",2.0,0.2
7923,"ただ今日の流れでいくと「わんたんは入らんといて」って写してもらえない説ある",0.3,0.3
7924,"でも、ルイス彼女いるんですよ!",0.8,0.8
7925,"あー同じだ。テスト前から勉強しないとな...",0.5,0.1
7926,"可愛すぎる...この服好き。おはようございます!。今日も握手会行く方楽しんできてくださいねー!。メンバーもファンの方も笑顔でいられるようにマナーは守りましょう。。ひとりよがりはいけません!。楽しんで!。",3.9,0.4
7927,"まだthicketが...",0.3,0.3
7928,"被写エクスタシーの凄いコがいますね...(誰とは言わんけど...)",1.0,0.5
7929,"(笑)。あのトンネルね。でも。あのまま。時空をとんで。アキット君のところへ行けたら楽しかったかもね",2.1,0.2
7930,"顔近い無理可愛い",0.6,-0.6
7931,"窃盗団だねRT。。。。。。栃木、茨城でスマホ64台盗難。手口同様、同一犯か。-。下野新聞。",0.8,0.0
7932,"がんばってくださいとっても嫌ですカス女のいいところが潰されていく",0.9,-0.9
7933,"その一言を待っていた",0.5,0.5
7934,"リエールさん。おはようございます。有り難うございます。。こちらこそ今週も。宜しくお願い致します",2.4,0.4
7935,"高台で周りに建物が無いから余計かなぁ。台風直撃並の風が吹いてるよ。家が壊れそうで怖いわぁ",1.6,-0.1
7936,"ムムム。今日返信ツイートが。お知らせメールはいつも通り届いてるけど...。なんじゃ",1.2,-0.1
7937,"初風呂いってきます。連休はやっぱりいいな～",1.4,0.7
7938,"けっこうハードワークしてるんだね",0.6,0.6
7939,"1分の遅延も命取りなんですけど",0.2,-0.2
7940,"トシさんおはようございます(^_^)今日もよろしくお願いします。勢いが足りません今日読売を倒して勢いつけましょう阪神タイガースp(^-^)q",0.9,0.2
7941,"おはみぃみぃ!。おっ、手から噴水が!。新学期、がんばってね〜!",1.7,0.5
7942,"湊さん、するめさん、おはよう!いい睡眠取れましたか?大雨の恐れも。昨晩の。(。́•౪•`)。この顔文字の表情、嬉しくも楽しも...また、ちょっぴり悲しげにも見えて、色々と想像しちゃう...。雨降りだけと、今日も元気に良い日でありますように!",4.2,0.4
7943,"朝からしらん番号から電話なるし、うぜー。ブロックしてやったわい!",1.0,0.1
7944,"今ね、おばあちゃん家にいて昨日の動画とか見れないの...。Wi-Fi繋がってないの...",1.4,-0.7
7945,"うぇええええ。酔った酔った",0.6,-0.2
7946,"わだちさんお世話になっておりますもし真澄誉セットが出てお手元に余りそうでしたらお譲り頂けたら嬉しいです(;_;)至さんが入手出来てからで大丈夫ですのでご検討頂けたら幸いです今日暑いですので並ぶのお気をつけて",0.9,0.9
7947,"RHs2集合の日に台風がくる。の巻。玲可まま厳ぃぃ",0.3,0.1
7948,"そうだったのねー。それは確かになるわっっ。。誰に相談していいかも分からなくなるよねー",0.7,-0.1
7949,"おはようございます!。今日は、暖かな一日になりそう。Love。&。Peace",1.4,0.2
7950,"裏ドラまで。。っと乗った。。麻雀の。。数え役満ですね",0.6,0.1
7951,"ON。ちゃんダンスに驚く横山君&大倉君(。́▽`)面白かった",1.8,0.6
7952,"PSPの首都高バトルやろう!。久しぶりにゲームやるわ。",0.7,0.0
7953,"今日の母情報:。「地下で調べ物をして、上がって来たらハッチ(注:近所の野良猫)がカレイをくわえて居間を横切る所だったさ!!自分でベランダの網戸を開けて、台所の流し台の上に吊り下げて干してあったカレイなんだよ。一匹盗まれた」",1.7,0.0
7954,"そだっこっちで夜中の水曜日にやってるジャニ勉が金曜日にズレててびっくりしたょ無くなったかと思った。嵐はたくさんテレビあるけど関ジャニ減らされたら無くなるょォ",1.1,-0.5
7955,"Amavel可愛いですよね:;(∩。́_`∩);:。私は最近アンク小物とかコートとかばっかりなんでお洋服買いたいなって思ってます",1.3,0.4
7956,"岐阜市民さんなんですね私も次、観戦するのは岐阜戦です(・◇・)/~~~母とかは土曜、ホームでやる草津戦も行くゆうてました☆私も行きたい～、、笑岐阜戦応援がんばりましょー",0.8,0.8
7957,"可愛らしいねこさんです事。",0.9,0.9
7958,"主様",0.1,0.1
7959,"おはようございます9月3日!今日はホームラン記念日(1977年巨人の王貞治選手が後楽園球場で通算756号ホームラン記録を塗り替えた対ヤクルト戦)今日も一日口角上げて!笑顔で何処からでも家まで走って帰れるくらい元気に^^;過ごしましょう",1.6,0.4
7960,"気をつけますわ!!︎女性ね!!︎(。́・_・`)ちくしょう、貶めようという魂胆か...気づかなかったけどね!!︎!!︎",2.3,0.2
7961,"朝早く起きて仕事して、やる気いっぱいで会社に向かおうとしたら、ガチ雨ー",0.5,0.5
7962,"え?まさか一緒の会社だとは思わなかった。超絶優良ホワイト企業だよね",1.3,0.0
7963,"ビンゴです(笑)。Twitterのネトヤンイキリのせいでこのアカウント以外全部凍結されちゃいました性格悪いのでにへーさんがめちゃくちゃ変なハンネになった時のスクショありますw。大谷しかなのでこれからも握手行きます〜また個握でお願いします〜",1.8,0.0
7964,"ずんちゃん。追加行けないから、あみだ参加させて。ほしい(;_;)(;_;)。金テ欲しいです(;_;)(;_;)",0.9,0.0
7965,"残念...はずれです。8/28(火)まで一投稿に付き一回チャレンジできるよ。マックフルーリー。白いブラックサンダーが8/29(水)より全国で販売開始絶対食べてね。",2.5,-0.1
7966,"爪と指の間あいて血ーーー痛い。。。テーピングとか欲しい。。。",0.5,0.2
7967,"규리。씨。おはようございます。今日も1日。はじまったね。규리。씨...마음。속으로。몇번이。이름을。つぶやいてるんだろ～。けして규리。씨には届かないのにね。それでもいいんです",3.0,0.0
7968,"ほんとに理想です〜!私も一緒に遊びたいですよお〜〜(。́;_;`)♡。こないだ離島の田舎に遊びに行って釣りと海水浴したんですけど(写真つけます)ほんと癒されました...島の人もいい人でした...。",3.5,0.7
7969,"そらるさんの生放送切れた。まだやるかな???見たいけど明日学校だからな～......。うん、寝よう。寝ます。おやすみなさい",1.0,0.0
7970,"おは～ハナさん(o^^o)今日は少し雲かなぁ(*^_^*)今日もファイティン(^O^☆♪。RT。。。バニちゃん、また明日ね、お休みなさい。",0.6,0.2
7971,"寂しいよぉ。。胸にポッカリ穴が空いた様で、。眠れないよぉ。。去年のJAFカップが終わった時と。同じ気持ち•••",1.9,0.0
7972,"たぶん遅いよね!?。どうするんだろうね",0.9,-0.4
7973,"おはようございます。自分の知らない舞台の世界だったので本当に感動して、終演後にありがとうを伝えに行きたくて。みて下さった皆さんも同じ気持ちだと嬉しいですね。お疲れもあるかと思います。。見に行けない時でも元気を送りますね",3.3,0.6
7974,"海にきたらやってみたかったやつ!!^^ᄏᄏᄏ。みんなで海雲台でできたらもっと楽しかったんだろうなあ...><♡はじめての釜山は行きたいところ食べたいものいっぱいで時間足りなすぎた。",1.0,0.1
7975,"学生である私にとって。こうゆう話を聞くと。悲しくなりますね。学生=マナー悪い。って。思われてるのかなって...",1.6,0.0
7976,"ビールのあとは赤ワインスパークリングが買えなくて残念。",0.5,-0.5
7977,"ちょ間に合わん",0.3,0.3
7978,"この写真見てて思うけど。やっぱふうかけつでかいわら。ただ、なんでこいつ人の携帯まで。持ちながら寝てんのわら。",1.6,0.4
7979,"ですよね。なんかいつも笑ってた気がします",0.4,0.2
7980,"大学楽しそうだの",0.7,0.7
7981,"仕事行きたくないっていつまで毎日思うの?もしかして一生?!",1.0,-0.5
7982,"許さぬ。まだはやい!",0.4,0.2
7983,"スキーされるんですね温泉、良いですね",0.9,0.9
7984,"ヨーデルヨーデルヨーデルヨーデルようかいでるけんでられんけん(×2)ローイレローイレなかまにローイレともだちだいじ!!ようかーいようかーいようかーいウォッチっち",0.3,0.1
