"idx","sentence","magnitude","score"
7075,"遅刻は初めてなの授業もやってる最中!",0.1,0.1
7075,"しかも専門科目途中から行くのつらい〜!",0.0,0.0
7075,"も〜、先生っ!",0.1,0.1
7075,"一体私、どうなっちゃうの〜",0.5,-0.5
7076,"昨日おはたく言ってなかったごめん。",0.6,-0.6
7076,"打ち合わせふぁいと。",0.1,0.1
7076,"良い1日になりますように...",0.7,0.7
7077,"たくまーーーーーーー!!!!!",0.0,0.0
7077,"あっ!",0.2,0.2
7077,"間違えたなりだった(。̄",0.5,-0.5
7077,"―。̄٥",0.0,0.0
7077,")笑",0.2,0.2
7078,"DXのDVDを注文した昔のDVDが安く売っていたのでそちらも購入。。",0.2,-0.2
7079,"捨て垢みたいなIDの鍵垢でフォローされるのが1番困る",0.8,-0.8
7080,"JR死亡だなーと他人事だっだけど私鉄もまぁまぁ死亡してる",0.3,0.3
7081,"おいおい、年に1度しかない桜まつりだぞ!。",0.8,-0.8
7081,"ううう〜〜〜",0.1,0.1
7082,"座って寝てたら、腕をスリスリしてきた。",0.4,0.4
7082,"キモかった。",0.1,0.1
7082,"おぇぇぇ〜",0.0,0.0
7083,"西宮いきたい...。",0.2,0.2
7083,"三月からそこ住むからぁー。",0.0,0.0
7083,"いつでも西宮ガーデンいけるからぁー。",0.6,0.6
7083,"何回でもE-girlsきてほしい(;_;)。",0.1,-0.1
7083,"会いたいよ...",0.7,0.7
7084,"テスト前でもそれだけは絶対みるばい(*゚ー゚)ミルキーボイスやなくてミルクティーボイスやった(笑)はやく聴きたい",0.9,0.9
7085,"おはヨーホー!。",0.1,0.1
7085,"今日はカゼンジョイしたかったけど駄目そうなので行かないかも。",0.6,-0.6
7085,"雨風両方とか恨む〜〜。",0.5,0.5
7086,"えっ!",0.3,-0.3
7086,"そうなんですか!。",0.0,0.0
7086,"さすがヲタ。",0.4,0.4
7086,"やってる事がうちらと同じですね(≧∇≦)笑",0.0,0.0
7087,"テレビ埼玉...",0.1,0.1
7087,"見れません...",0.8,-0.8
7088,"ゆめの変顔好きだよごめんね前髪ないよ",0.3,0.3
7089,"たっくんのデレ欲しいな〜〜www。",0.5,0.5
7089,"たっくんが笑わせてるつもりなくても。",0.0,0.0
7089,"わたし笑っちゃいそう笑",0.8,0.8
7090,"昨日はゲスト原稿終わりました!(",0.0,0.0
7090,"๑و",0.1,0.1
7090,"̀ω•́)وでも自分の原稿はだめです(。",0.4,-0.4
7090,"ˇωˇ。)",0.3,0.3
7090,"今日もしごと...",0.2,0.2
7090,"うっ",0.1,0.1
7091,"なるほど..._φ(・_・。",0.0,0.0
7091,"クラウドは閃技と奥義、ジタンはバーストのみです",0.0,0.0
7092,"あさ〜〜おはよ!。",0.2,0.2
7092,"なんとかなってるww。",0.0,0.0
7092,"うそおおおおおつらっ、、。",0.8,-0.8
7092,"えっえっ!?。",0.4,-0.4
7092,"ほしいぃ...ʕʘ‿ʘʔ",0.8,0.8
7093,"雪すげー",0.0,0.0
7094,"おはよう*\(^o^)/*。",0.0,0.0
7094,"私も、言ってみたい。",0.0,0.0
7094,"ご飯が多くて食べきれないよぉて。。",0.5,-0.5
7094,"少なめにしてみました...。",0.5,0.5
7094,"今日のお弁当のご飯。",0.0,0.0
7094,"良い一日を",0.8,0.8
7095,"めちゃプレミアついてそうけど彼にとっては水感覚、どんな名酒を飲んでも水なのである。",0.9,0.9
7095,"うーん残念(。̆ω",0.7,-0.7
7095,"。̆。)",0.1,0.1
7096,"おはようございます。",0.2,0.2
7096,"今日もよろしくお願いします",0.7,0.7
7097,"まあぴぴちゃん分かったよみんな仕組まれた嘘やったんやねえ?",0.5,-0.5
7097,"ごめんね疲れたでも、今日も元気に笑顔で頑張って٩꒰。",0.8,0.8
7097,"◡",0.4,0.4
7097,"。",0.1,0.1
7097,"꒱۶下さいね。",0.1,0.1
7097,"^‿^Lฺoฺνeฺ。",0.4,0.4
7097,"Good。",0.8,0.8
7097,"morning。!",0.1,0.1
7098,"人がすごい。(。",0.0,0.0
7098,"モーリーファンタジー。",0.3,0.3
7098,"イオンレイクタウン店)。",0.3,0.3
7099,"そうかもしれませんね!",0.1,0.1
7099,"だからドゥーチェは自信満々だったのかもしれません!。",0.7,-0.7
7099,"最終章が楽しみですね!",0.9,0.9
7100,"おぉ!",0.2,0.2
7100,"数学と社会はすぐ終わるわ☺︎。",0.4,0.4
7100,"マイノートは本間にめちゃくちゃある",0.0,0.0
7101,"コタツまだ出してないょ。",0.2,-0.2
7101,"でも今週末にゎ出そうかなぁ〜〜ホント寒くて。",0.7,0.7
7101,"ねぇ〜可愛いでしょ。",0.8,0.8
7101,"ビーズクッションだから気持ちいいょ",0.9,0.9
7102,"フロファンのグッズかわいいのばっかでお金いくらあっても足りない",0.1,0.1
7103,"なんか電車止まった",0.7,-0.7
7104,"先行発売の言葉に負けて食べてみたでも、イマイチ。",0.9,-0.9
7105,"わ!",0.1,0.1
7105,"いいこと言う!",0.5,0.5
7105,"そうだよね〜そうやって無神経なこと言うこと自体虐待だよ。",0.0,0.0
7105,"とりあえず土曜日義実家に言うから、義母さんには報告しておく!!",0.0,0.0
7105,"ぷんすか!",0.1,0.1
7106,"お姉さんって言えおばさん推してるわしの身にもなれたまたま見たらすずぅでした。",0.6,0.6
7107,"栄養ドリンク...",0.1,-0.1
7108,"絶対楽しいじゃん。",0.8,0.8
7108,"ブロードキャストなめんなよぉ~。",0.0,0.0
7108,"よく覚えていてくれたな笑。",0.7,0.7
7108,"また明日学校で決闘しよう!",0.0,0.0
7108,"笑。",0.1,0.1
7108,"ぐっどないと♪",0.4,0.4
7109,"まじか!!。",0.0,0.0
7109,"ありがとう(o^^o)。",0.3,0.3
7109,"俺も調べとこう!!",0.2,0.2
7110,"バスの中でおかき食うんじゃねぇーー!",0.1,-0.1
7111,"“。。。。",0.1,0.1
7111,"はい。",0.1,0.1
7111,"借り過ぎると。",0.1,-0.1
7111,"見ないで。",0.2,-0.2
7111,"返すことに...。",0.0,0.0
7111,"楽しんで見て。",0.6,0.6
7111,"ね。",0.1,0.1
7111,"どうぞ。",0.5,0.5
7111,"Deajang。",0.1,0.1
7111,"廃人になって下さい。",0.2,-0.2
7112,"もやもやに変えられた",0.1,0.1
7113,"皆さんお早う御座います(⌒▽⌒)。",0.8,0.8
7113,"作り笑い。",0.7,0.7
7113,"苦笑い。",0.1,0.1
7113,"愛想笑い。",0.4,0.4
7113,"そんな笑顔でも。",0.2,0.2
7113,"笑顔は笑顔。",0.1,0.1
7113,"今日も皆さん良い一日になる〜",0.7,0.7
7114,"か弱い24才からむしり取るみたいですね",0.1,0.1
7115,"また戻ってきた時かまちょしてやろ",0.0,0.0
7116,"シャトナーさん",0.1,0.1
7117,"おはようございますフォロバありがとうございます。",0.2,0.2
7117,"素敵なご縁が結べて嬉しいです。",0.9,0.9
7117,"よろしくお願いしますチケット今回は残念でしたねお茶の間アリーナ思いっきり楽しみましょう",0.6,0.6
7118,"ねー!。",0.0,0.0
7118,"同じ人って言われないとわからないよね",0.5,-0.5
7119,"おはようございます。。...",0.1,0.1
7119,"昨日はアレキサンドロックス聴きながら寝落ちしてました。...",0.1,-0.1
7119,"疲れすぎですね私は。",0.1,-0.1
7119,"それでも今日は来るので頑張っていきます。",0.8,0.8
7120,"変な夢見て目が覚めたけど。",0.0,0.0
7120,"いろいろ内容濃い過ぎた",0.3,-0.3
7121,"おはようございます。",0.2,0.2
7121,"ありがとうございます。",0.2,0.2
7121,"気をつけます",0.0,0.0
7122,"うう、気持ち悪い",0.1,0.1
7123,"しおちゃん、おはカープ。",0.2,0.2
7123,"広島においで〜(๑。̇。̆。̇)",0.1,0.1
7123,"/。",0.1,0.1
7123,"お隣県だけど、福岡寄りだもんね......",0.9,0.9
7124,"愛のこもった素敵な。",0.9,0.9
7124,"Birthday。",0.2,0.2
7124,"Messageですね。",0.1,0.1
7124,"ホント私たちファンからも。",0.4,0.4
7124,"the。",0.1,0.1
7124,"gazetteの皆さん産まれて。",0.1,0.1
7124,"来てくれてありがとうございます",0.2,0.2
7125,"そろそろと起きて準備せねば〜。",0.2,-0.2
7125,"結局。",0.1,0.1
7125,"おきてすぐ会うのに。",0.5,0.5
7125,"ちか氏と。",0.2,0.2
7125,"妄想劇。",0.1,0.1
7125,"くりひろげて。",0.0,0.0
7125,"おきてたっしょ。",0.1,0.1
7125,"今日花粉症ひどめ",0.0,0.0
7126,"足についてる人がいっぱい!",0.7,0.7
7126,"頑張ってください。",0.4,0.4
7127,"ありがとうございますっ。",0.0,0.0
7127,"ひろさんも撮影頑張れぇ〜",0.8,0.8
7128,"残念ながら間違いなくそうだよ。",0.2,-0.2
7129,"岡山あみ、朝からキモ",0.7,-0.7
7130,"嘘つくな。",0.1,0.1
7130,"そーやって中学時代彼女0の俺にそーゆーこと言うな。",0.8,0.8
7130,"え?",0.2,-0.2
7130,"いや、普通に可愛いなーって思ってましたし。。",0.7,0.7
7130,"結構いい女の子だと思ってましたよ?。",0.6,0.6
7130,"恋愛対象じゃないのは俺がでしょ?",0.8,0.8
7130,"笑笑",0.0,0.0
7131,"さみいしこのあとチャリって考えただけで",0.0,0.0
7132,"(といって私が描いたわけではないんですが......",0.0,0.0
7132,"笑)。",0.1,0.1
7132,"ジョイサウンドは何故かいつも2曲目だけ配信が同時じゃない&遅くてぷんすこなんですがS=MとPleasure～の方ですか?!",0.1,0.1
7132,"今年に入って何度かジョイさん利用しましたが入っていたので機種によって違うのかもですね...",0.0,0.0
7133,"今日、マタニティ&産後ママの服扱ってるとこで、授乳服を見てるのに、『妊娠中ですか?』",0.3,0.3
7133,"って店員に聞かれたから、違いますって言ったら、しまったと思ったのか、すっごい一生懸命授乳口つきの服を熱く語り出したよいや、便利なのは知ってるって",0.0,0.0
7134,"あいふぉん指反応してくれません",0.4,-0.4
7135,"爆笑。",0.1,0.1
7135,"うん、だってきみとくん。",0.0,0.0
7135,"ちゅきに大甘やもん!",0.0,0.0
7135,"甘すぎる!",0.2,-0.2
7135,"笑。",0.1,0.1
7135,"頑張ってください☆〜(ゝ。",0.5,0.5
7135,"∂)",0.2,0.2
7136,"再開して初めてゆうしのブログ見た!。",0.2,0.2
7136,"あかーーーん",0.0,0.0
7137,"怖いです",0.1,0.1
7138,"それって...",0.0,0.0
7138,"前にしたやつ?",0.1,-0.1
7138,"不良品だった??",0.0,0.0
7139,"うーん。",0.3,-0.3
7139,"似てる笑",0.3,0.3
7140,"えっえっえっ、なんで?。",0.6,-0.6
7140,"TLまだ追えてないから理解してない。",0.2,-0.2
7140,"黒木さんがなんかした??",0.2,-0.2
7141,"のりこと旅に出てきた♪(笑)。",0.7,0.7
7141,"やっぱ双子だな。",0.5,0.5
7141,"考えてる事一緒だったさすが(。",0.3,0.3
7141,"*`ω。́)。",0.0,0.0
7141,"のりまりはこれからもサークル頑張るぞぉ〜",0.9,0.9
7142,"このカットが好きなんだよなぁw。",0.6,0.6
7142,"で、を降らせてPC壁紙にドン。",0.1,0.1
7142,"ゆちょを加工ってたら、。",0.2,0.2
7142,"フリーズ。",0.7,-0.7
7142,"Σ(゚д゚lll)なんでだ?!。",0.3,-0.3
7143,"めんどくさいですね",0.6,-0.6
7144,"こっそりでも通報とかできる限りは絶対する٩(๑òωó๑)۶。",0.0,0.0
7144,"そうなの。",0.0,0.0
7144,"お兄ちゃんが約束したけど、いやになったから妹ちゃんがかわりに約束果たさなきゃいけない事になってて。",0.0,0.0
7144,"お兄ちゃんに謝らせるか、約束守らせるかをさせるのが普通なのに幼稚園児の妹を代理にするってなんかね...",0.8,-0.8
7145,"おはよう。",0.1,0.1
7145,"今日から12月ですね。",0.0,0.0
7145,"よろしくお願いします。",0.8,0.8
7146,"今日は国分寺でレッスンと、地元大和のウクレレサークル♪沢山ウクレレ弾きました。",0.7,0.7
7147,"あー吐きそう",0.1,0.1
7148,"ニキビ出来てきた。",0.3,0.3
7148,"生理前やな。",0.0,0.0
7148,"かけたんと付き合いたての頃ゎニキビとか。",0.4,0.4
7148,"見られたくなかったから潰してたな～(笑)。",0.3,0.3
7148,"次かけると会うときまでに治ってますよーに",0.7,0.7
7149,"ホテルくそ高かったよ。",0.8,-0.8
7149,"まぢ出費やわヲタクに優しいホテルないのか!!!",0.7,0.7
7149,"ww",0.1,0.1
7150,"黒髮めっちゃ似合ってる。",0.3,0.3
7150,"あんま、喋ってないき、もっと喋りたかったな。",0.0,0.0
7150,"ソフトテニス～",0.1,-0.1
7151,"まだ2回しか会ってないのにこの愛しさww。",0.9,0.9
7151,"また会えること願ってます。",0.9,0.9
7151,"ELEACOには必ず行きますよ(`_。́)",0.4,0.4
7151,"ゞ。",0.2,0.2
7151,"ありがとうございましたお疲れ様でした!",0.0,0.0
7152,"かわいい",0.8,0.8
7153,"とりあえず動画探してちょい見てみますわ",0.7,0.7
7154,"りかー誕生日おめでとう♡これから一いっぱいあそぼーねー!",0.6,0.6
7154,"串カツもあるし!!",0.4,0.4
7155,"思ったよ笑笑。",0.4,0.4
7155,"衝撃。",0.3,0.3
7156,"ゼロはヤバいって",0.1,-0.1
7157,"おもちゃん、おはよう。",0.0,0.0
7157,"そうなんよね。",0.0,0.0
7157,"自分でもビックリだよ",0.3,0.3
7158,"ウンウン♡うん...",0.0,0.0
7158,"うんうんうん\(//∇//)\♡。",0.0,0.0
7158,"RT。。。",0.1,0.1
7158,"カオリンも?",0.0,0.0
7158,"一緒。",0.1,0.1
7158,"もしかしたら、マシャと偶然逢う事があるかもしれないしね(笑)",0.4,0.4
7159,"グッズもうみんな並んでるの〜〜?",0.2,0.2
7159,"バングル買えるかな......",0.3,0.3
7159,"最悪タオルだけでも...",0.9,-0.9
7160,"2学期のとこからも出るもん",0.2,-0.2
7161,"シロイシくん",0.2,0.2
7162,"やっぱり...。",0.1,0.1
7162,"バイオ、いつまで作るのか?",0.5,-0.5
7163,"海苔が可愛い事になってますね～",0.8,0.8
7164,"短時間に4回も停電してる",0.1,-0.1
7165,"日焼け止め塗るの忘れた",0.3,-0.3
7166,"美人だよ君は。",0.8,0.8
7166,"照れる愛してるぅ",0.9,0.9
7167,"仲間やな(。́",0.3,0.3
7167,"・ω・`)とか言いつつたまにあほみたいに早く寝るけどwやることなさすぎて",0.2,-0.2
7168,"ぜひっ。",0.1,0.1
7168,"よろしくお願いします。",0.8,0.8
7169,"おはようさんです。",0.1,0.1
7169,"いっこさん。",0.1,0.1
7169,"傷心のハマスタでしたそれでも。",0.0,0.0
7169,"この順位まだまだまだ。",0.2,0.2
7169,"今日も、宜しくです。",0.7,0.7
7169,"台風野郎が",0.3,-0.3
7170,"バスこないよー!。",0.6,-0.6
7170,"遅刻してまうやーばい",0.5,-0.5
7171,"あれ?",0.0,0.0
7171,"あれ?",0.0,0.0
7171,"あれ?",0.0,0.0
7171,"寝ぼけてますかみっちょに返事したつもりが、まゆみさんに失礼しました“。。。",0.0,0.0
7171,"そーなんありがと。",0.1,-0.1
7171,"咳しすぎで胸痛い。",0.4,-0.4
7171,"いまからやるわ”",0.3,0.3
7172,"脳死でTwitterやるのが限界なのに課題あるとか",0.2,0.2
7173,"わ～ありがとう",0.6,0.6
7174,"なぬ?。",0.0,0.0
7174,"たっくんも、京都なの???",0.0,0.0
7175,"おはよ〜う。",0.0,0.0
7175,"テスト1日目",0.1,0.1
7176,"おはようございます\(^o^)/。",0.0,0.0
7176,"夏休み～いいなぁ～",0.7,0.7
7177,"うぅ〜。",0.1,0.1
7177,"寝てないから気持ち悪い。",0.2,-0.2
7177,"からの腹も痛いし最悪。",0.9,-0.9
7177,"これも朝早く起きる癖付けずに。",0.2,0.2
7177,"夜中まで起きてた罰ですね。",0.3,-0.3
7177,"さて風呂入って準備すっかぁ。",0.1,0.1
7178,"こええええ。",0.1,0.1
7178,"ってか犬!!",0.0,0.0
7179,"お盆休み行けたら行こうかと考えてる",0.1,0.1
7180,"やっと終わった...。",0.7,-0.7
7180,"今から寝る。",0.5,0.5
7180,"おやすみ。",0.1,0.1
7181,"私は既に、サンダルの型が付いてるでよ",0.0,0.0
7182,"つらいですねお大事にー",0.3,-0.3
7183,"ウフフ←女子ですな～",0.6,0.6
7184,"お兄ちゃんビッベン好きなんだよ〜(笑)この前、家族でビッベンコン行ったし←。",0.5,0.5
7184,"来ない、辛い行ける日がないっていうね...←",0.2,-0.2
7185,"けびん。。",0.1,0.1
7185,"手羽先って漢字までわかるんだ!",0.7,0.7
7186,"「暗に」のやつ、難しすぎじゃありませんか?",0.6,-0.6
7187,"な、なんだって?。「",0.1,0.1
7187,"台風の影響による電車運行見合わせのため出社できません」だと?。",0.7,-0.7
7187,"ふ、ふざけるな。",0.9,-0.9
7187,"デキるビジネスマンなら、昨日の夜中から出発して、徒歩で出勤だ!。",0.1,0.1
7187,"今朝の交通機関規制は予測できたハズ!",0.6,0.6
7187,"どうしても徒歩が嫌なら、会社横にテントを張ってもイイぞ",0.3,-0.3
7188,"クァアアアアア朝ってなんでさみぃんだっぺ〜寒いよぉぉおおおお。",0.0,0.0
7188,"シトロンの温もりを想像して、クソ学校頑張ってきまふでも、さみぃ",0.8,-0.8
7189,"先生への愛の病にかかってますぅ～～～～～～～～～～～～～～～()",0.0,0.0
7190,"えっまじで。",0.2,-0.2
7190,"あーそういや始業式だったな。",0.1,0.1
7190,"サンキュー",0.3,0.3
7191,"しおりありがとう。",0.5,0.5
7191,"アジアンビューティーとは。",0.0,0.0
7191,"ほど遠いけど(笑)ありがと",0.8,0.8
7192,"はやくおきすぎたなー(。̄ー",0.3,-0.3
7192,"。̄)。",0.1,0.1
7192,"6時間なにしよー",0.1,0.1
7193,"ですね前からおかしかったんだけど新しいOS入れたら完璧にだめになっちゃったんでサポートに電話してまた修理です",0.3,-0.3
7194,"子宮がこのごろ痛いの...。",0.4,-0.4
7194,"ガンかな?",0.2,0.2
7194,"最近の悩み(。̇ω",0.4,0.4
7194,"。̇。)。",0.0,0.0
7194,"ガンやったら絶対に。",0.3,0.3
7194,"ガーンってゆってやんよ(。̇ω",0.0,0.0
7194,"。̇。)",0.1,0.1
7195,"ひぃ...",0.1,0.1
7196,"ゲームばかりというけれどしかたないのでは?",0.5,-0.5
7196,"と思います。",0.4,0.4
7196,"むしろ日本人。",0.1,0.1
7196,"は。",0.1,0.1
7196,"働きすぎです",0.3,-0.3
7197,"DVDが届くから、予習。",0.7,0.7
7197,"って、ここ1年青海中心の生活。",0.5,0.5
7197,"ジュンジェ沼どっぷり",0.5,0.5
7198,"数学スイスイが無い",0.5,-0.5
7199,"かぐやSはマジで笑う",0.5,0.5
7200,"数学わっかんね。。",0.3,0.3
7200,"ふらぐたってるー",0.7,0.7
7201,"この勢いで、どんどんとフォローワー数を増やして行こうね。",0.4,0.4
7201,"イベントが始まるまでに目指せ!",0.3,0.3
7201,"フォローワー数3桁",0.0,0.0
7202,"何なの。",0.0,0.0
7202,"もういいお強請りしても何もない。",0.2,-0.2
7202,"勝手にすねてろ。",0.7,-0.7
7203,"まじか。",0.1,0.1
7203,"兄貴さんが私立だったけどめっちゃ楽しそうで羨ましかった...",0.9,0.9
7204,"おめ、凛のこと大好きかよ",0.7,0.7
7205,"お腹空いてご飯食べるのに。",0.1,0.1
7205,"食べる時の吐き気ナンダコレ。",0.0,0.0
7205,"お腹は空いてるんだよwお腹はw。",0.3,0.3
7205,"最近ずっとだ~。",0.4,0.4
7205,"気分悪(。́Д",0.9,-0.9
7205,"`",0.0,0.0
7205,")",0.1,0.1
7206,"頑張ります",0.9,0.9
7207,"おはよん始動早い!",0.3,0.3
7207,"でも早くから少しずつやれば楽よね私も来週から☜え",0.9,0.9
7208,"私もフルで観た〜い。",0.8,0.8
7208,"ジャニショは来週だな仕事、早退します",0.5,0.5
7209,"ありがとうございます(இдஇ`。)。",0.0,0.0
7209,"そうですよね!",0.1,0.1
7209,"取っちゃえば関係ないんですもんね!。",0.3,-0.3
7209,"大型持ってるなんてすごいです!。",0.9,0.9
7209,"教習自体はあと少しなので楽しいバイクライフのために頑張ります(இдஇ`。)",0.9,0.9
7210,"そして今日もステキにクリームまみれ☆。",0.9,0.9
7210,"真横と真後ろからクリーム投げてきたやつ誰や出てこいや髪の毛ギッシギシ。",0.4,-0.4
7210,"でもハライセにいろんな人にクリーム付けたから満足ゥゥ!!!!",0.9,0.9
7211,"今は我慢しよ",0.2,0.2
7212,"鼻水でるし",0.1,0.1
7213,"爪大丈夫ですか?。",0.0,0.0
7213,"からだをはったお仕事大変ですね。。",0.3,0.3
7213,"いたた>_<。",0.4,0.4
7213,"てがんくーん、けんちゃな?。",0.0,0.0
7213,"歩行に支障は?",0.1,-0.1
7213,"心配",0.1,0.1
7214,"大丈夫ですか。。",0.6,0.6
7214,"お大事に!。",0.3,0.3
7214,"얼른。",0.2,0.2
7214,"나으세요.",0.3,0.3
7215,"先輩の、女性スタッフの方が、僕の後ろ姿を見て、「あっ!",0.5,0.5
7215,"まるちゃんだ!」",0.5,0.5
7215,"と言ってました!",0.1,-0.1
7215,"やっぱり、これからは、毎日まるちゃんと、一心同体で、歩きます!",0.9,0.9
7215,"まるちゃんよろしくね!",0.8,0.8
7215,"あー草大福が、おいしいよォ!",0.9,0.9
7216,"おめでとーございます",0.0,0.0
7217,"いやそれな...!!!",0.1,0.1
7217,"なんなら親じゃなくても理解してくれない人はめんどくさいっ言う...。",0.0,0.0
7217,"そうだよっっ、!!!!",0.1,0.1
7217,"笑",0.2,0.2
7218,"なるほど確かに超特急のパフォーマンスは印象的ですよね。",0.3,0.3
7218,"こちらは12月の代々木が初乗車で、まだ生で見たことがないので羨ましいです!",0.0,0.0
7218,"ゆきさんは代々木行きますか?",0.0,0.0
7219,"明日暑いんや。",0.1,0.1
7219,"暑さ天敵なり。",0.0,0.0
7220,"行くか!",0.0,0.0
7220,"とか言いたいけど、時間がないな",0.1,0.1
7221,"うらやましいとかの腹立つじゃなくてうざいの腹立つだよねもう",0.9,-0.9
7222,"はやく帰りたいよね",0.2,0.2
7223,"やだやだやだ",0.1,0.1
7224,"うわ、やっべ。",0.7,0.7
7224,"まさか9分もあると思ってないけん。",0.5,-0.5
7224,"朝の貴重な時間が!",0.6,0.6
7224,"遅れる",0.4,-0.4
7225,"なるほどニフレック飲むときは楽だし、すぐにオッケーでるので前日の下剤が効いてるのかなー。",0.9,0.9
7225,"前日の食事の少なさと夜何回も目が覚めてフラフラになるんで悩ましいとこです",0.3,-0.3
7226,"はるかお腹空かんのに食べたくなって食べる〜最近我慢して水飲んでるけど",0.7,0.7
7227,"おっはようさん(^-^)/。",0.6,0.6
7227,"愛南町は日差しがキツい(。",0.7,0.7
7227,"早めの行動は賛成。",0.1,0.1
7227,"こんな日に限ってわがまま姫は13時まで仕事やて、アホや。",0.1,0.1
7227,"今日もよろしくで～す(^_^)v",0.6,0.6
7228,"ありがとね(^ー^)ノジョニヲまた東京か大阪帰った時逢おう美味い飯食いに行こうや",0.8,0.8
7229,"なんか、すごい",0.6,0.6
7230,"みやまさんが寝てない...!!",0.4,-0.4
7231,"トイレがない",0.5,-0.5
7232,"アリアナ応援する。",0.2,0.2
7232,"がんばる!",0.9,0.9
7232,"絶対撮ろう!",0.1,0.1
7232,"❤︎",0.0,0.0
7233,"お邪魔しますm(_。",0.6,-0.6
7233,"_)m。",0.0,0.0
7233,"将来有望ですね。",0.3,0.3
7233,"原石発見",0.1,0.1
7234,"ディズニー行こうよ",0.3,0.3
7235,"女の子はふっくらしてた方がかわいいってもっと大きな声で言ってください",0.1,-0.1
7236,"こちらこそありがとう。",0.7,0.7
7236,"可愛いお顔目の前にして語彙力が皆無になってしまったよ。",0.2,-0.2
7236,"喜んでもらえて良かった(。",0.8,0.8
7236,"*。́꒳",0.1,0.1
7236,"`*。)。",0.0,0.0
7236,"べべたんがアイドルフェイスだ",0.6,0.6
7237,"部活だるすぎ。",0.4,-0.4
7237,"こんなか行くの辛いーーーー。",0.0,0.0
7237,"ついていけなくなったし意味わかんないしほんとに無理すぎる。",0.9,-0.9
7237,"眠すぎるけど頑張る",0.9,0.9
7238,"ずるい!!!",0.0,0.0
7239,"治ってきたのにぶり返して、もう一度病院行ってきて「疲れてない?」",0.1,-0.1
7239,"とか言われたし喉の中が赤かったらしくて本間やばかった...。",0.5,0.5
7239,"本編観たら怖いよな。",0.2,0.2
7239,"勇気いるで、、",0.4,0.4
7240,"“。。",0.0,0.0
7240,"はい!",0.0,0.0
7240,"製品の良さをしっかり伝えられるように頑張ります!”",0.9,0.9
7241,"それは。",0.0,0.0
7241,"だいぶ厳しいな笑。",0.1,-0.1
7241,"Wikiに三葉虫は絶滅したとあるけど、それに関しては...",0.2,0.2
7241,"笑。",0.1,0.1
7241,"文と関係のない笑。",0.0,0.0
7241,"全力で。",0.3,0.3
7241,"ゆかてこがネタキャラとして確立されるように手助けするで。",0.1,-0.1
7241,"それは間違いないな。",0.1,0.1
7241,"罰が。",0.0,0.0
7241,"なかなか変態的笑",0.0,0.0
7242,"マジか、そんなにか",0.1,-0.1
7243,"12時間寝たー!!!。",0.0,0.0
7243,"スーツのままバタンキューしたのは、久しぶり。",0.3,-0.3
7243,"寝言を録音するアプリを見つけた!。",0.6,0.6
7243,"これでやっと、10年以上知らなかった自分の姿が明らかになる!。",0.6,0.6
7243,"今夜寝るのが既に楽しみー!",0.1,0.1
7244,"なななななな長澤まさみ!?!?!?。",0.0,0.0
7244,"うわお。",0.1,0.1
7244,"でもなんか変な人じゃなくて。",0.2,0.2
7244,"良かった。",0.4,0.4
7245,"いつ頃かな?",0.2,-0.2
7245,"発表",0.0,0.0
7246,"トク玉で比古さん出た。",0.1,0.1
7246,"これはラッキー。",0.9,0.9
7247,"いいアイディア浮かんだって思うだけで実行に移さなければそれは可能性を失うだけな!",0.4,0.4
7247,"Let's。",0.0,0.0
7247,"try",0.1,0.1
7248,"だよね(。́",0.1,0.1
7248,";ω;`)えまちゃん大丈夫?。",0.2,0.2
7248,"こっとん、ねつたかい!",0.1,0.1
7248,"まぢかよー(。́",0.0,0.0
7248,";ω;`)心配",0.3,0.3
7249,"はやすぎる",0.1,-0.1
7250,"そしてmimiが劇場で見れるなんて...。",0.9,0.9
7250,"あれはんと胸キュンするからやばい。",0.9,0.9
7250,"みにいかないとだよね",0.2,-0.2
7251,"大丈夫ですか?。",0.0,0.0
7251,"Take。",0.0,0.0
7251,"care..",0.1,0.1
7252,"RTありがとうございます!",0.0,0.0
7252,"フォロー失礼します",0.4,0.4
7253,"新年早々大変だったね...",0.2,-0.2
7253,"無事でなによりだよ!",0.7,0.7
7254,"がんばりまつ!",0.9,0.9
7255,"奥さん、忘れちゃだめよただ10時って時間が遅いんだよねすでに風呂入って眠いから録画になりそうだ",0.6,-0.6
7256,"マジかそれは許せんな!",0.0,0.0
7256,"悔しいよな...。",0.1,0.1
7256,"でも他にも素敵な人はいっぱいおると思うから次いい人見つけたら前よりいっぱい幸せになればいいよ!",0.9,0.9
7257,"いぶくん、およそう(,,•́ωก̀,,).。",0.4,0.4
7257,"oO。",0.1,0.1
7257,"部屋で息を吐いたら息が白かったよ。",0.3,0.3
7257,"いぶくんの事を考えていればきっとあっという間に過ぎるね。",0.3,0.3
7257,"私も焼き芋大好き󾌫あの甘い匂いがたまらないよね〜コンビニに売ってるの!?",0.5,0.5
7257,"羨ましい",0.0,0.0
7258,"あ～やっぱり。",0.1,0.1
7258,"わくわく落選だぁ～",0.1,0.1
7259,"明日は。",0.1,0.1
7259,"ツタンカーメンです。",0.1,0.1
7259,"ファラオ.......。",0.0,0.0
7259,"やったっけ",0.1,0.1
7260,"お前サボりやな二限始まったばっかやろ",0.7,-0.7
7261,"諸般の都合でmongo使ってる時期が長かったからMySQLの作法忘れまくりだわ",0.2,0.2
7262,"仕事始め〜〜〜〜〜〜",0.0,0.0
